fetched_at,data_timestamp,lat,lon,timezone,weather_id,weather_main,weather_description,temp,feels_like,temp_min,temp_max,pressure,humidity,sea_level_pressure,grnd_level_pressure,visibility,wind_speed,wind_direction,clouds_all,sunrise,sunset,rain_1h,snow_1h
2026-03-05T16:13:54.255306,1772727234,14.0760145,120.6321413,Asia/Manila,802,Clouds,scattered clouds,26.81,29.16,,,1012,78,,,10000,0.31,307,29,1772748686,1772791595,,
2026-03-05T16:13:54.255328,1772726400,14.0760145,120.6321413,Asia/Manila,802,Clouds,scattered clouds,26.81,29.16,,,1012,78,,,10000,0.31,307,29,,,,
2026-03-05T16:13:54.255336,1772730000,14.0760145,120.6321413,Asia/Manila,802,Clouds,scattered clouds,26.78,29.18,,,1012,79,,,10000,0.53,131,32,,,,
2026-03-05T16:13:54.255343,1772733600,14.0760145,120.6321413,Asia/Manila,802,Clouds,scattered clouds,26.68,29.05,,,1012,80,,,10000,1.55,105,39,,,,
2026-03-05T16:13:54.255348,1772737200,14.0760145,120.6321413,Asia/Manila,803,Clouds,broken clouds,26.34,26.34,,,1011,82,,,10000,1.89,89,72,,,,
2026-03-05T16:13:54.255352,1772740800,14.0760145,120.6321413,Asia/Manila,803,Clouds,broken clouds,26.17,26.17,,,1010,84,,,10000,2.32,86,78,,,,
2026-03-05T16:13:54.255355,1772744400,14.0760145,120.6321413,Asia/Manila,803,Clouds,broken clouds,25.59,26.45,,,1010,86,,,10000,2.38,83,65,,,,
2026-03-05T16:13:54.255359,1772748000,14.0760145,120.6321413,Asia/Manila,803,Clouds,broken clouds,25.27,26.15,,,1011,88,,,10000,2.13,82,54,,,,
2026-03-05T16:13:54.255362,1772751600,14.0760145,120.6321413,Asia/Manila,802,Clouds,scattered clouds,26.48,26.48,,,1011,82,,,10000,1.8,63,47,,,,
2026-03-05T16:13:54.255366,1772755200,14.0760145,120.6321413,Asia/Manila,802,Clouds,scattered clouds,28.07,30.8,,,1012,70,,,10000,2.38,73,41,,,,
2026-03-05T16:13:54.255369,1772758800,14.0760145,120.6321413,Asia/Manila,800,Clear,clear sky,29.3,31.39,,,1012,59,,,10000,2.2,73,5,,,,
2026-03-05T16:13:54.255373,1772762400,14.0760145,120.6321413,Asia/Manila,800,Clear,clear sky,29.76,31,,,1011,52,,,10000,1.38,64,3,,,,
2026-03-05T16:13:54.255376,1772766000,14.0760145,120.6321413,Asia/Manila,800,Clear,clear sky,30.7,32.31,,,1011,51,,,10000,0.43,18,2,,,,
2026-03-05T16:13:54.255379,1772769600,14.0760145,120.6321413,Asia/Manila,800,Clear,clear sky,31.35,34.33,,,1010,55,,,10000,1.65,238,0,,,,
2026-03-05T16:13:54.255383,1772773200,14.0760145,120.6321413,Asia/Manila,800,Clear,clear sky,31.83,36.39,,,1009,59,,,10000,2.23,266,8,,,,
2026-03-05T16:13:54.255386,1772776800,14.0760145,120.6321413,Asia/Manila,801,Clouds,few clouds,31.52,35.17,,,1008,57,,,10000,1.84,268,11,,,,
2026-03-05T16:13:54.255390,1772780400,14.0760145,120.6321413,Asia/Manila,801,Clouds,few clouds,31.08,33.82,,,1008,55,,,10000,2.52,257,22,,,,
2026-03-05T16:13:54.255394,1772784000,14.0760145,120.6321413,Asia/Manila,802,Clouds,scattered clouds,30.19,32.79,,,1008,58,,,10000,2.63,242,27,,,,
2026-03-05T16:13:54.255397,1772787600,14.0760145,120.6321413,Asia/Manila,802,Clouds,scattered clouds,29.36,32,,,1009,62,,,10000,2.6,262,40,,,,
2026-03-05T16:13:54.255400,1772791200,14.0760145,120.6321413,Asia/Manila,500,Rain,light rain,27.64,30.1,,,1009,71,,,10000,4.09,287,52,,,0.24,
2026-03-05T16:13:54.255404,1772794800,14.0760145,120.6321413,Asia/Manila,500,Rain,light rain,26.87,29.2,,,1010,77,,,10000,3.48,289,51,,,0.12,
2026-03-05T16:13:54.255408,1772798400,14.0760145,120.6321413,Asia/Manila,500,Rain,light rain,25.79,26.54,,,1011,81,,,10000,2.69,307,43,,,0.24,
2026-03-05T16:13:54.255411,1772802000,14.0760145,120.6321413,Asia/Manila,800,Clear,clear sky,25.47,26.21,,,1012,82,,,10000,1.42,327,6,,,,
2026-03-05T16:13:54.255414,1772805600,14.0760145,120.6321413,Asia/Manila,500,Rain,light rain,25.16,25.85,,,1012,81,,,10000,0.91,356,21,,,0.16,
2026-03-05T16:13:54.255418,1772809200,14.0760145,120.6321413,Asia/Manila,500,Rain,light rain,24.77,25.44,,,1012,82,,,10000,1.15,41,38,,,0.11,
2026-03-05T16:13:54.255421,1772812800,14.0760145,120.6321413,Asia/Manila,802,Clouds,scattered clouds,24.31,24.99,,,1012,84,,,10000,1.73,90,48,,,,
2026-03-05T16:13:54.255425,1772816400,14.0760145,120.6321413,Asia/Manila,803,Clouds,broken clouds,24.05,24.73,,,1011,85,,,10000,2.34,116,59,,,,
2026-03-05T16:13:54.255428,1772820000,14.0760145,120.6321413,Asia/Manila,803,Clouds,broken clouds,23.64,24.33,,,1011,87,,,10000,2.18,91,60,,,,
2026-03-05T16:13:54.255431,1772823600,14.0760145,120.6321413,Asia/Manila,804,Clouds,overcast clouds,23.5,24.15,,,1011,86,,,10000,2.49,67,100,,,,
2026-03-05T16:13:54.255434,1772827200,14.0760145,120.6321413,Asia/Manila,803,Clouds,broken clouds,23.08,23.77,,,1011,89,,,10000,2.49,64,61,,,,
2026-03-05T16:13:54.255441,1772830800,14.0760145,120.6321413,Asia/Manila,802,Clouds,scattered clouds,23,23.68,,,1011,89,,,10000,2.59,64,42,,,,
2026-03-05T16:13:54.255444,1772834400,14.0760145,120.6321413,Asia/Manila,802,Clouds,scattered clouds,22.9,23.57,,,1012,89,,,10000,2.31,58,34,,,,
2026-03-05T16:13:54.255447,1772838000,14.0760145,120.6321413,Asia/Manila,802,Clouds,scattered clouds,23.9,24.54,,,1012,84,,,10000,2.34,71,28,,,,
2026-03-05T16:13:54.255451,1772841600,14.0760145,120.6321413,Asia/Manila,801,Clouds,few clouds,26.55,26.55,,,1012,70,,,10000,3.42,72,23,,,,
2026-03-05T16:13:54.255454,1772845200,14.0760145,120.6321413,Asia/Manila,800,Clear,clear sky,29.27,31.02,,,1012,57,,,10000,4.56,71,2,,,,
2026-03-05T16:13:54.255457,1772848800,14.0760145,120.6321413,Asia/Manila,800,Clear,clear sky,30.91,32.86,,,1012,52,,,10000,3.6,69,3,,,,
2026-03-05T16:13:54.255460,1772852400,14.0760145,120.6321413,Asia/Manila,800,Clear,clear sky,31.66,33.98,,,1011,51,,,10000,2.35,68,10,,,,
2026-03-05T16:13:54.255464,1772856000,14.0760145,120.6321413,Asia/Manila,801,Clouds,few clouds,32.17,34.93,,,1010,51,,,10000,1.74,86,15,,,,
2026-03-05T16:13:54.255467,1772859600,14.0760145,120.6321413,Asia/Manila,802,Clouds,scattered clouds,30.2,32.81,,,1010,58,,,10000,2.44,153,29,,,,
2026-03-05T16:13:54.255470,1772863200,14.0760145,120.6321413,Asia/Manila,802,Clouds,scattered clouds,29.76,32.38,,,1009,60,,,10000,2.95,140,34,,,,
2026-03-05T16:13:54.255473,1772866800,14.0760145,120.6321413,Asia/Manila,803,Clouds,broken clouds,30.47,32.5,,,1008,54,,,10000,2.96,92,64,,,,
2026-03-05T16:13:54.255477,1772870400,14.0760145,120.6321413,Asia/Manila,802,Clouds,scattered clouds,31.91,33.74,,,1008,48,,,10000,3.34,76,48,,,,
2026-03-05T16:13:54.255481,1772874000,14.0760145,120.6321413,Asia/Manila,803,Clouds,broken clouds,30.47,32.31,,,1009,53,,,10000,3.74,60,54,,,,
2026-03-05T16:13:54.255484,1772877600,14.0760145,120.6321413,Asia/Manila,803,Clouds,broken clouds,28.58,30.08,,,1009,58,,,10000,6.01,63,57,,,,
2026-03-05T16:13:54.255487,1772881200,14.0760145,120.6321413,Asia/Manila,803,Clouds,broken clouds,26.96,28.4,,,1010,65,,,10000,7.05,80,54,,,,
2026-03-05T16:13:54.255490,1772884800,14.0760145,120.6321413,Asia/Manila,802,Clouds,scattered clouds,26.35,26.35,,,1011,70,,,10000,6.14,80,50,,,,
2026-03-05T16:13:54.255493,1772888400,14.0760145,120.6321413,Asia/Manila,802,Clouds,scattered clouds,26.05,26.05,,,1012,73,,,10000,5.74,81,36,,,,
2026-03-05T16:13:54.255497,1772892000,14.0760145,120.6321413,Asia/Manila,802,Clouds,scattered clouds,25.84,26.39,,,1012,73,,,10000,5.17,81,44,,,,
2026-03-05T16:13:54.255500,1772895600,14.0760145,120.6321413,Asia/Manila,802,Clouds,scattered clouds,25.75,26.29,,,1012,73,,,10000,4.97,83,34,,,,
