fetched_at,data_timestamp,lat,lon,timezone,weather_id,weather_main,weather_description,temp,feels_like,temp_min,temp_max,pressure,humidity,sea_level_pressure,grnd_level_pressure,visibility,wind_speed,wind_direction,clouds_all,sunrise,sunset,rain_1h,snow_1h
2026-03-07T16:02:19.446873,1772899339,14.0760145,120.6321413,Asia/Manila,800,Clear,clear sky,26.62,26.62,,,1012,75,,,10000,4.89,86,4,1772921409,1772964413,,
2026-03-07T16:02:19.446902,1772899200,14.0760145,120.6321413,Asia/Manila,800,Clear,clear sky,26.62,26.62,,,1012,75,,,10000,4.89,86,4,,,,
2026-03-07T16:02:19.446913,1772902800,14.0760145,120.6321413,Asia/Manila,800,Clear,clear sky,26.55,26.55,,,1012,76,,,10000,3.93,89,4,,,,
2026-03-07T16:02:19.446925,1772906400,14.0760145,120.6321413,Asia/Manila,800,Clear,clear sky,26.38,26.38,,,1012,77,,,10000,3.68,93,4,,,,
2026-03-07T16:02:19.446932,1772910000,14.0760145,120.6321413,Asia/Manila,800,Clear,clear sky,26.16,26.16,,,1011,80,,,10000,3.43,83,7,,,,
2026-03-07T16:02:19.446939,1772913600,14.0760145,120.6321413,Asia/Manila,800,Clear,clear sky,25.89,26.65,,,1011,81,,,10000,3.41,83,6,,,,
2026-03-07T16:02:19.446946,1772917200,14.0760145,120.6321413,Asia/Manila,800,Clear,clear sky,25.56,26.34,,,1011,83,,,10000,3.56,79,6,,,,
2026-03-07T16:02:19.446952,1772920800,14.0760145,120.6321413,Asia/Manila,801,Clouds,few clouds,25.52,26.29,,,1012,83,,,10000,4.18,69,16,,,,
2026-03-07T16:02:19.446959,1772924400,14.0760145,120.6321413,Asia/Manila,802,Clouds,scattered clouds,27.31,30.22,,,1012,78,,,10000,4.52,74,30,,,,
2026-03-07T16:02:19.446965,1772928000,14.0760145,120.6321413,Asia/Manila,802,Clouds,scattered clouds,29.05,32.11,,,1012,66,,,10000,6.89,74,25,,,,
2026-03-07T16:02:19.446971,1772931600,14.0760145,120.6321413,Asia/Manila,804,Clouds,overcast clouds,30.08,32.78,,,1013,59,,,10000,6.56,72,98,,,,
2026-03-07T16:02:19.446977,1772935200,14.0760145,120.6321413,Asia/Manila,804,Clouds,overcast clouds,31.28,33.97,,,1012,54,,,10000,6.09,69,99,,,,
2026-03-07T16:02:19.446983,1772938800,14.0760145,120.6321413,Asia/Manila,804,Clouds,overcast clouds,31.34,33.4,,,1012,51,,,10000,5.27,60,99,,,,
2026-03-07T16:02:19.446989,1772942400,14.0760145,120.6321413,Asia/Manila,804,Clouds,overcast clouds,31.9,34.18,,,1011,50,,,10000,4.44,55,99,,,,
2026-03-07T16:02:19.446995,1772946000,14.0760145,120.6321413,Asia/Manila,804,Clouds,overcast clouds,31.49,33.9,,,1010,52,,,10000,3.97,46,99,,,,
