fetched_at,data_timestamp,lat,lon,timezone,weather_id,weather_main,weather_description,temp,feels_like,temp_min,temp_max,pressure,humidity,sea_level_pressure,grnd_level_pressure,visibility,wind_speed,wind_direction,clouds_all,sunrise,sunset,rain_1h,snow_1h
2026-03-05T10:34:32.840658,1772582400,14.0760145,120.6321413,Asia/Manila,804,Clouds,overcast clouds,24.91,25.36,,,1012,73,,,10000,3.84,99,86,1772575960,1772618776,,
2026-03-05T10:34:32.840658,1772586000,14.0760145,120.6321413,Asia/Manila,804,Clouds,overcast clouds,27.07,28.4,,,1012,63,,,10000,4.01,98,96,1772575960,1772618776,,
2026-03-05T10:34:32.840658,1772589600,14.0760145,120.6321413,Asia/Manila,804,Clouds,overcast clouds,28.86,30.1,,,1012,55,,,10000,3.38,104,96,1772575960,1772618776,,
2026-03-05T10:34:32.840658,1772593200,14.0760145,120.6321413,Asia/Manila,803,Clouds,broken clouds,29.97,31.33,,,1012,52,,,10000,2.73,104,72,1772575960,1772618776,,
2026-03-05T10:34:32.840658,1772596800,14.0760145,120.6321413,Asia/Manila,803,Clouds,broken clouds,30.46,32.11,,,1011,52,,,10000,1.92,108,55,1772575960,1772618776,,
2026-03-05T10:34:32.840658,1772600400,14.0760145,120.6321413,Asia/Manila,802,Clouds,scattered clouds,29.95,31.8,,,1010,55,,,10000,1.71,122,46,1772575960,1772618776,,
2026-03-05T10:34:32.840658,1772604000,14.0760145,120.6321413,Asia/Manila,800,Clear,clear sky,30.06,31.99,,,1009,55,,,10000,3.05,127,2,1772575960,1772618776,,
2026-03-05T10:34:32.840658,1772607600,14.0760145,120.6321413,Asia/Manila,800,Clear,clear sky,30.2,32.23,,,1008,55,,,10000,3.88,123,3,1772575960,1772618776,,
2026-03-05T10:34:32.840658,1772611200,14.0760145,120.6321413,Asia/Manila,800,Clear,clear sky,30.04,32.14,,,1008,56,,,10000,3.63,127,3,1772575960,1772618776,,
2026-03-05T10:34:32.840658,1772614800,14.0760145,120.6321413,Asia/Manila,800,Clear,clear sky,29.38,31.2,,,1008,57,,,10000,3.68,126,10,1772575960,1772618776,,
2026-03-05T10:34:32.840658,1772618400,14.0760145,120.6321413,Asia/Manila,800,Clear,clear sky,27.78,29.55,,,1008,64,,,10000,4.15,125,10,1772575960,1772618776,,
2026-03-05T10:34:32.840658,1772622000,14.0760145,120.6321413,Asia/Manila,800,Clear,clear sky,26.69,28.21,,,1009,68,,,10000,4.44,117,8,1772575960,1772618776,,
2026-03-05T10:34:32.840658,1772625600,14.0760145,120.6321413,Asia/Manila,800,Clear,clear sky,25.73,26.26,,,1010,73,,,10000,3.74,98,0,1772575960,1772618776,,
2026-03-05T10:34:32.840658,1772629200,14.0760145,120.6321413,Asia/Manila,800,Clear,clear sky,25.07,25.59,,,1011,75,,,10000,2.82,84,0,1772575960,1772618776,,
2026-03-05T10:34:32.840658,1772632800,14.0760145,120.6321413,Asia/Manila,800,Clear,clear sky,24.6,25.15,,,1011,78,,,10000,2.59,97,0,1772575960,1772618776,,
2026-03-05T10:34:32.840658,1772636400,14.0760145,120.6321413,Asia/Manila,800,Clear,clear sky,24,24.54,,,1011,80,,,10000,3.21,110,1,1772575960,1772618776,,
2026-03-05T10:34:32.840658,1772640000,14.0760145,120.6321413,Asia/Manila,800,Clear,clear sky,23.51,24.06,,,1011,82,,,10000,3.22,102,2,1772662323,1772705186,,
2026-03-05T10:34:32.840658,1772643600,14.0760145,120.6321413,Asia/Manila,800,Clear,clear sky,23.13,23.72,,,1011,85,,,10000,3.35,102,3,1772662323,1772705186,,
2026-03-05T10:34:32.840658,1772647200,14.0760145,120.6321413,Asia/Manila,800,Clear,clear sky,23.01,23.61,,,1010,86,,,10000,3.35,102,5,1772662323,1772705186,,
2026-03-05T10:34:32.840658,1772650800,14.0760145,120.6321413,Asia/Manila,800,Clear,clear sky,22.88,23.52,,,1010,88,,,10000,3.32,98,6,1772662323,1772705186,,
2026-03-05T10:34:32.840658,1772654400,14.0760145,120.6321413,Asia/Manila,801,Clouds,few clouds,22.82,23.46,,,1010,88,,,10000,3.49,100,21,1772662323,1772705186,,
2026-03-05T10:34:32.840658,1772658000,14.0760145,120.6321413,Asia/Manila,801,Clouds,few clouds,22.78,23.41,,,1010,88,,,10000,3.27,100,17,1772662323,1772705186,,
2026-03-05T10:34:32.840658,1772661600,14.0760145,120.6321413,Asia/Manila,801,Clouds,few clouds,22.79,23.42,,,1011,88,,,10000,3.25,98,15,1772662323,1772705186,,
2026-03-05T10:34:32.840658,1772665200,14.0760145,120.6321413,Asia/Manila,801,Clouds,few clouds,23.69,24.31,,,1011,84,,,10000,3.09,95,14,1772662323,1772705186,,
