fetched_at,data_timestamp,lat,lon,timezone,weather_id,weather_main,weather_description,temp,feels_like,temp_min,temp_max,pressure,humidity,sea_level_pressure,grnd_level_pressure,visibility,wind_speed,wind_direction,clouds_all,sunrise,sunset,rain_1h,snow_1h
2026-03-04T16:45:41.675939,1772496000,14.0760145,120.6321413,Asia/Manila,801,Clouds,few clouds,29.04,31.58,,,1008,63,,,10000,2.4,156,14,,,,
2026-03-04T16:45:41.675939,1772499600,14.0760145,120.6321413,Asia/Manila,801,Clouds,few clouds,28.81,31.32,,,1008,64,,,10000,2.29,150,15,,,,
2026-03-04T16:45:41.675939,1772503200,14.0760145,120.6321413,Asia/Manila,801,Clouds,few clouds,28.63,31.14,,,1008,65,,,10000,2.77,118,15,,,,
2026-03-04T16:45:41.675939,1772506800,14.0760145,120.6321413,Asia/Manila,801,Clouds,few clouds,28.15,30.55,,,1009,67,,,10000,2.2,76,13,,,,
2026-03-04T16:45:41.675939,1772510400,14.0760145,120.6321413,Asia/Manila,800,Clear,clear sky,27.71,30.12,,,1010,70,,,10000,1.95,25,10,,,,
2026-03-04T16:45:41.675939,1772514000,14.0760145,120.6321413,Asia/Manila,800,Clear,clear sky,26.91,29.03,,,1010,74,,,10000,1.17,81,8,,,,
2026-03-04T16:45:41.675939,1772517600,14.0760145,120.6321413,Asia/Manila,800,Clear,clear sky,25.77,26.49,,,1011,80,,,10000,2.09,123,4,,,,
2026-03-04T16:45:41.675939,1772521200,14.0760145,120.6321413,Asia/Manila,800,Clear,clear sky,25.61,26.39,,,1011,83,,,10000,1.97,110,3,,,,
2026-03-04T16:45:41.675939,1772524800,14.0760145,120.6321413,Asia/Manila,800,Clear,clear sky,25.46,26.31,,,1011,86,,,10000,2.22,110,3,,,,
2026-03-04T16:45:41.675939,1772528400,14.0760145,120.6321413,Asia/Manila,800,Clear,clear sky,24.87,25.68,,,1010,87,,,10000,2.16,100,3,,,,
2026-03-04T16:45:41.675939,1772532000,14.0760145,120.6321413,Asia/Manila,801,Clouds,few clouds,24.38,25.17,,,1010,88,,,10000,2.33,102,11,,,,
2026-03-04T16:45:41.675939,1772535600,14.0760145,120.6321413,Asia/Manila,800,Clear,clear sky,24.38,25.17,,,1010,88,,,10000,2.44,99,6,,,,
2026-03-04T16:45:41.675939,1772539200,14.0760145,120.6321413,Asia/Manila,800,Clear,clear sky,23.77,24.53,,,1010,89,,,10000,2.41,97,4,,,,
2026-03-04T16:45:41.675939,1772542800,14.0760145,120.6321413,Asia/Manila,800,Clear,clear sky,23.55,24.28,,,1011,89,,,10000,2.52,99,3,,,,
2026-03-04T16:45:41.675939,1772546400,14.0760145,120.6321413,Asia/Manila,800,Clear,clear sky,25.49,26.29,,,1011,84,,,10000,2.5,102,2,,,,
2026-03-04T16:45:41.675939,1772550000,14.0760145,120.6321413,Asia/Manila,800,Clear,clear sky,26.93,28.82,,,1011,71,,,10000,2.99,91,2,,,,
2026-03-04T16:45:41.675939,1772553600,14.0760145,120.6321413,Asia/Manila,800,Clear,clear sky,28.1,29.6,,,1011,60,,,10000,3.43,94,4,,,,
2026-03-04T16:45:41.675939,1772557200,14.0760145,120.6321413,Asia/Manila,800,Clear,clear sky,30.1,31.88,,,1011,54,,,10000,2.76,98,6,,,,
2026-03-04T16:45:41.675939,1772560800,14.0760145,120.6321413,Asia/Manila,800,Clear,clear sky,31.28,33.52,,,1010,52,,,10000,2.23,109,6,,,,
2026-03-04T16:45:41.675939,1772564400,14.0760145,120.6321413,Asia/Manila,800,Clear,clear sky,31.19,33.8,,,1010,54,,,10000,2.08,156,10,,,,
2026-03-04T16:45:41.675939,1772568000,14.0760145,120.6321413,Asia/Manila,801,Clouds,few clouds,30.41,32.79,,,1009,56,,,10000,1.78,194,17,,,,
2026-03-04T16:45:41.675939,1772571600,14.0760145,120.6321413,Asia/Manila,801,Clouds,few clouds,30.26,32.72,,,1008,57,,,10000,2.06,183,17,,,,
2026-03-04T16:45:41.675939,1772575200,14.0760145,120.6321413,Asia/Manila,801,Clouds,few clouds,30.15,32.52,,,1008,57,,,10000,2.28,159,16,,,,
2026-03-04T16:45:41.675939,1772578800,14.0760145,120.6321413,Asia/Manila,801,Clouds,few clouds,29.96,32.56,,,1008,59,,,10000,2.56,162,19,,,,
